,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Electric_Range,Launch Month,Emission_Norm,Airbags,Type,Gross_Vehicle_Weight,Electric_Range,Battery,Power,Torque
773,Skoda,Kodiaq Scout,2.0 Tdi At,"Rs. 33,99,000",1968 cc,Diesel,SUV,,,,September,BS 6,"Drive side airbag, Front passenger knee airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Driver head airbag, Front passenger head airbag",Automatic,,,,148 bhp @ 3500 rpm,340 Nm @ 1750 rpm
774,Bmw,X1,Sdrive20D Expedition,"Rs. 35,20,000",1995 cc,Diesel,"Crossover, SUV",18 km/litre,20.68 km/litre,,March,BS IV,"Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag",Automatic,,,,190hp@4000rpm,400Nm@1750-2500rpm
775,Bmw,X1,Sdrive20D Xline,"Rs. 39,30,000",1995 cc,Diesel,"SUV, Crossover",18 km/litre,20.68 km/litre,,March,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,190PS@4000rpm,400Nm@1750-2500rpm
776,Bmw,X1,Xdrive20D M Sport,"Rs. 45,70,000",1995 cc,Diesel,"SUV, Crossover",18 km/litre,20.68 km/litre,,March,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,190PS@4000rpm,400Nm@1750-2500rpm
777,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,Diesel,SUV,,,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",Automatic,2000 kg,,,187bhp@4000rpm,400Nm@1750-2500rpm
778,Bmw,X1,Sdrive20I Xline,"Rs. 38,30,000",1998 cc,Petrol,"Crossover, SUV",15.71 km/litre,,,March,BS 6,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,192hp@5000rpm,280Nm@1350-4600rpm
779,Volvo,S60,Polestar,"Rs. 56,02,000",1969 cc,Petrol,Sedan,13.2 km/litre,18.5 km/litre,,November,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2110 kg,,,372Ps@5700rpm,470Nm@2100-4800rpm
780,Volvo,S60,Momentum,"Rs. 38,50,500",1984 cc,Diesel,Sedan,,,,November,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2110 kg,,,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM
781,Bmw,3-Series,320D Sport,"Rs. 41,40,000",1995 cc,Diesel,Sedan,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Automatic,,,,190PS@400RPM,400NM@1750rpm
782,Bmw,3-Series,320D Luxury Line,"Rs. 46,90,000",1995 cc,Diesel,Sedan,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Automatic,,,,190PS@400RPM,400NM@1750rpm
783,Bmw,3-Series,330I M Sport,"Rs. 47,90,000",1998 cc,Petrol,Sedan,,,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Automatic,,,,258PS@500RPM,400NM@1550rpm
784,Volvo,S60 Cross Country,D4,"Rs. 44,26,500",2400 cc,Diesel,"Sedan, Crossover",15.6 km/litre,19.6 km/litre,,March,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,,,,190PS@4000rpm,420Nm@1500-3000rpm
785,Audi,Q5,35 Tdi Premium Plus,"Rs. 50,21,200",1968 cc,Diesel,SUV,12 km/litre,,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Automatic,2185 kg,,,190PS@3800-4000rpm,400Nm@1750-2500rpm
786,Audi,Q5,35 Tdi Technology,"Rs. 56,21,200",1968 cc,Diesel,SUV,12 km/litre,,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Drive side airbag",Automatic,2185 kg,,,190PS@3800-4000rpm,400Nm@1750-2500rpm
787,Audi,Q5,45 Tfsi Premium Plus,"Rs. 50,21,200",1984 cc,Petrol,SUV,,,,November,BS IV,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Automatic,2205 kg,,,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm
788,Audi,Q5,45 Tfsi Technology,"Rs. 56,21,200",1984 cc,Petrol,SUV,,,,November,BS IV,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Automatic,2205 kg,,,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm
789,Land Rover Rover,Range Evoque,S,"Rs. 54,94,000",1999 cc,Diesel,SUV,,,,November,BS 6,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,2450 kg,,,179PS@4000rpm,430NM@1750-2500rpm
790,Land Rover Rover,Range Evoque,Se R-Dynamic,"Rs. 59,85,000",1999 cc,Diesel,SUV,,,,November,BS 6,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,2450 kg,,,179PS@4000rpm,430NM@1750-2500rpm
791,Land Rover Rover,Range Evoque,S Petrol,"Rs. 54,94,000",1997 cc,Petrol,SUV,,,,November,BS 6,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,2430 kg,,,245PS@5500rpm,365Nm@1500-4500rpm
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,"Rs. 59,85,000",1997 cc,Petrol,SUV,,,,January,BS 6,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,2430 kg,,,245PS@5500rpm,365Nm@1500-4500rpm
793,Mercedes-Benz,Mercedes-Benz E-Class,E200,"Rs. 58,61,062",1991 cc,Petrol,Sedan,8.5 km/litre,12 km/litre,,March,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Automatic,,,,184PS@5500rpm,300Nm@1200-4000rpm
794,Mercedes-Benz,Mercedes-Benz E-Class,E350 D,"Rs. 72,85,332",2987 cc,Diesel,Sedan,7.45 km/litre,,,March,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Automatic,,,,268.7PS@3800rpm,620Nm@1600rpm
795,Mercedes-Benz,Mercedes-Benz E-Class,E220D,"Rs. 59,64,321",2987 cc,Diesel,Sedan,,,,March,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Automatic,,,,268.7PS@3800rpm,620Nm@1600rpm
796,Mercedes-Benz,Mercedes-Benz E-Class,E 63 S Amg,"Rs. 1,50,00,000",5461 cc,Petrol,Sedan,4.5 km/litre,8.5 km/litre,,March,BS IV,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Automatic,2390 kg,,,549bhp@5500rpm,720Nm@1750-5250RPM
797,Mercedes-Benz,Mercedes-Benz E-Class,E200 Expression,"Rs. 57,50,000",1991 cc,Petrol,Sedan,8.5 km/litre,12 km/litre,,March,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Automatic,,,,184PS@5500rpm,300Nm@1200-4000rpm
798,Mercedes-Benz,Mercedes-Benz E-Class,E200 Exclusive,"Rs. 61,50,000",1991 cc,Petrol,Sedan,8.5 km/litre,12 km/litre,,March,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Automatic,,,,184PS@5500rpm,300Nm@1200-4000rpm
799,Mercedes-Benz,Mercedes-Benz E-Class,E220D Expression,"Rs. 58,50,000",2987 cc,Diesel,Sedan,,,,March,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Automatic,,,,268.7PS@3800rpm,620Nm@1600rpm
800,Mercedes-Benz,Mercedes-Benz E-Class,E220D Exclusive,"Rs. 62,50,000",2987 cc,Diesel,Sedan,,,,March,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Driver knee airbag",Automatic,,,,268.7PS@3800rpm,620Nm@1600rpm
801,Volvo,Xc60,Inscription D5,"Rs. 59,90,000",1969 cc,Diesel,SUV,11.7 km/litre,18.8 km/litre,,October,BS IV,"Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,233PS@4250rpm,480Nm@1750rpm
802,Bmw,X4,Xdrive20D M Sport X,"Rs. 60,60,000",1995 cc,Diesel,SUV,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,,,,188bhp@4000RPM,400NM@1750rpm
803,Bmw,X4,Xdrive30D M Sport X,"Rs. 65,90,000",2993 cc,Diesel,SUV,,,,May,BS 6,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,265PS@4000RPM,620Nm@2000-2500RPM
804,Bmw,X4,Xdrive30I M Sport X,"Rs. 63,50,000",1998 cc,Petrol,SUV,,,,May,BS 6,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,248bhp@5200rpm,350Nm@1450rpm
805,Jeep,Wrangler,Unlimited,"Rs. 63,94,000",1999 cc,Petrol,SUV,17.5 km/litre,8.4 km/litre,,August,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag",Automatic,,,,268PS@6350rpm,400Nm@4300rpm
806,Mercedes-Benz ,Mercedes-Benz C-Class Cabriolet,C300,"Rs. 64,26,497",1991 cc,Petrol,Convertible,,,,Janaury,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Rear passenger pelvic airbags",Automatic,2200 kg,,,258bhp@5800-6100rpm,370Nm@1800-4000rpm
807,Bmw,Z4 Roadster,Sdrive 20I,"Rs. 64,90,000",1998 cc,Petrol,"Sports, Convertible",,,,April,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,1740 kg,,,197hp@4500-6500rpm,320hp@1450-2000rpm
808,Bmw,Z4 Roadster,M 40I,"Rs. 78,90,000",2998 cc,Petrol,"Sports, Convertible",,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Automatic,1860 kg,,,340hp@5000-6000rpm,500@1600-4500rpm
809,Mercedes-Benz,Mercedes-Benz V-Class,Expression Elwb,"Rs. 68,40,000",2143 cc,Diesel,MUV,,,,Janaury,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,3100 kg,,,163bhp@3800rpm,380Nm@1400-2400rpm
810,Mercedes-Benz,Mercedes-Benz V-Class,Exclusive Lwb,"Rs. 81,90,000",2143 cc,Diesel,MUV,,,,Janaury,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,3100 kg,,,163bhp@3800rpm,380Nm@1400-2400rpm
811,Mercedes-Benz,Mercedes-Benz V-Class,Elite,"Rs. 1,10,00,000",1950 cc,Diesel,MPV,,,,Janaury,BS 6,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Front passenger curtain airbag, Front passenger pelvic airbag, Driver pelvic airbag",Automatic,,,,163PS@4200rpm,380Nm@2400rpm
812,Audi,Q7,45 Tdi Premium Plus,"Rs. 72,21,500",2967 cc,Diesel,SUV,9.3 km/litre,12.6 km/litre,,February,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2925 kg,,,249PS@4500RPM,600Nm@1500-3000rpm
813,Audi,Q7,45 Tdi Technology Pack,"Rs. 80,21,500",2967 cc,Diesel,SUV,9.3 km/litre,12.6 km/litre,,February,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2925 kg,,,249PS@4500RPM,600Nm@1500-3000rpm
814,Audi,Q7,40 Tfsi Quattro Premium Plus,"Rs. 69,21,500",1984 cc,Petrol,SUV,,,,February,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2925 kg,,,252PS@4500RPM,370Nm@1600-4500rpm
815,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",1984 cc,Petrol,SUV,,,11.68 km/full charge,February,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2925 kg,11.68 km/full charge,,252PS@5000-6000rpm,370Nm@1600-4500rpm
816,Audi,Q7,45 Tdi Black Styling,"Rs. 81,11,500",2967 cc,Diesel,SUV,9.3 km/litre,12.6 km/litre,,February,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2925 kg,,,249PS@4500RPM,600Nm@1500-3000rpm
817,Audi,Q7,40 Tfsi Quattro Black Styling,"Rs. 77,11,500",1984 cc,Petrol,SUV,,,11.68 km/full charge,February,BS IV,"Driver head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2925 kg,11.68 km/full charge,,252PS@5000-6000rpm,370Nm@1600-4500rpm
818,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,"Rs. 69,52,964",1998 cc,Petrol,Convertible,15.68 km/litre,,,March,BS IV,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Automatic,2410 kg,,,240PS@5500rpm,340NM@1500rpm
819,Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,"Rs. 72,46,802",1999 cc,Diesel,SUV,15.68 km/litre,15.7 km/litre,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger head airbags",Automatic,,,,179PS@4000rpm,430NM@1750-2500rpm
820,Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S,"Rs. 72,46,802",1997 cc,Petrol,SUV,12.63 km/litre,,,March,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Rear passenger head airbags",Automatic,,,,250PS@5500RPM,365Nm@1500rpm
822,Volvo,Xc90,D5 Inscription,"Rs. 87,90,000",1969 cc,Diesel,SUV,13.2 km/litre,,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,225PS@4250RPM,470Nm@1740RPM
823,Volvo,Xc90,D5 Momentum,"Rs. 80,90,000",1969 cc,Diesel,SUV,13.2 km/litre,,,November,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2590 kg,,,225PS@4250RPM,470Nm@1740RPM
824,Volvo,Xc90,T8 Excellence,"Rs. 1,31,24,000",1969 cc,Hybrid,SUV,5 km/litre,,,November,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2590 kg,,,407ps@5700rpm,640Nm@2200rpm
825,Volvo,Xc90,T8 Inscription,"Rs. 96,65,000",1969 cc,Hybrid,SUV,,,,November,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,,,,320bhp,240Nm
826,Volvo,Xc90,D5 R-Design,"Rs. 84,91,500",1969 cc,Diesel,SUV,13.2 km/litre,,,November,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,,,,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm
827,Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,"Rs. 2,05,17,853",4999 cc,Petrol,SUV,,,,May,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,3000 kg,,,567bhp@6000-6500rpm,700Nm@3500-4000rpm
828,Land Rover Rover,Range Sport,2.0L S Petrol,"Rs. 86,70,586",1997 cc,Petrol,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag, Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2900 kg,,,296bhp@5500rpm,400Nm@1500-4000rpm
829,Land Rover Rover,Range Sport,2.0L Se Petrol,"Rs. 94,48,181",1997 cc,Petrol,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver frontal airbag, Driver pelvic airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,2900 kg,,,296bhp@5500rpm,400Nm@1500-4000rpm
830,Land Rover Rover,Range Sport,3.0L V6 Se Petrol,"Rs. 1,14,76,911",2995 cc,Petrol,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,3000 kg,,,335bhp@6500RPM,450Nm@3500-5000RPM
831,Land Rover Rover,Range Sport,2.0L Hse Petrol,"Rs. 1,56,00,000",1997 cc,Petrol,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,3100 kg,,,296bhp@5500rpm,400Nm@1500-4000rpm
832,Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,"Rs. 1,32,28,725",2995 cc,Petrol,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,3000 kg,,,335bhp@6500RPM,450Nm@3500-5000RPM
833,Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,"Rs. 1,79,40,227",4999 cc,Petrol,SUV,,,,May,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,,,,518bhp@6000-6500rpm,625Nm@2500-5500rpm
834,Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,"Rs. 1,03,73,732",2993 cc,Diesel,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,3000 kg,,,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm
835,Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,"Rs. 1,19,13,021",2993 cc,Diesel,SUV,,,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,3000 kg,,,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm
836,Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,"Rs. 1,49,08,985",4367 cc,Diesel,SUV,5.9 km/litre,11.5 km/litre,,May,BS IV,"Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger pelvic airbag, Driver pelvic airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Automatic,3200 kg,,,335bhp@3500rpm,740Nm@2250rpm
837,Jaguar,Xj,3.0L,"Rs. 97,38,609",2993 cc,Diesel,Sedan,9.5 km/litre,10.5 km/litre,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Automatic,2450 kg,,,274PS@4000RPM,600Nm@3500rpm
838,Jaguar,Xj,3.0L Portfolio,"Rs. 1,07,25,145",2993 cc,Diesel,Sedan,9.5 km/litre,10.5 km/litre,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Automatic,2450 kg,,,274PS@4000RPM,600Nm@3500rpm
839,Jaguar,Xj,50,"Rs. 1,11,29,599",2993 cc,Diesel,Sedan,9.5 km/litre,10.5 km/litre,,January,BS IV,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Automatic,2450 kg,,,302bhp@4000RPM,689Nm@1800rpm
840,Porsche,Cayenne,E-Hybrid,"Rs. 1,58,06,000",2995 cc,Hybrid,SUV,,,,February,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,340bhp@6400RPM,450Nm@5300RPM
841,Porsche,Cayenne,Turbo,"Rs. 1,92,10,000",3996 cc,Petrol,SUV,,,,February,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,550bhp@6000RPM,770Nm@4500RPM
842,Porsche,Cayenne,Base,"Rs. 1,19,36,000",2995 cc,Petrol,SUV,,,,February,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,335PS@5300rpm,450Nm@1340 - 5300rpm
843,Maserati,Ghibli,Diesel,"Rs. 1,33,87,856",2987 cc,Diesel,,,,,April,BS IV,,Automatic,,,,275PS@4000rpm,570Nm@2000-2600rpm
844,Maserati,Ghibli,Gransport,"Rs. 1,38,81,858",2987 cc,Diesel,,,,,April,BS IV,,Automatic,,,,275bhp@4000RPM,600Nm@2000rpm
845,Maserati,Ghibli,Granlusso,"Rs. 1,42,47,814",2987 cc,Diesel,,,,,April,BS IV,,Automatic,,,,275bhp@4000RPM,600Nm@2000rpm
846,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,Diesel,SUV,5.3 km/litre,9 km/litre,,March,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags, Drive side airbag, Front passenger knee airbag",Automatic,3350 kg,,,265PS@3400rpm,650Nm@1600-2600rpm
847,Audi,Rs7,Sportback,"Rs. 1,70,72,000",3993 cc,Petrol,"Sedan, Coupe",5.6 km/litre,9 km/litre,,July,BS IV,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Rear passenger head airbags",Automatic,2505 kg,,,560PS@6600RPM,700Nm@1750-5500rpm
